end_date,title,start_time,end_time,start_date,location
"19 
                          November
                          2016",Psychoanalysis and Liberation III,02:00pm,04:00pm,"19 
                          November
                          2016","The Boardroom (C219), Middlesex University, the Burroughs, London, NW4 4BT"
"3 
                          November
                          2016",Manama Edukex Fair Day 2 (Bahrain),09:00am,09:00pm,"3 
                          November
                          2016",", Manama, Bahrain"
"4 
                          November
                          2016",Oslo Destination Britain Day 1 (Norway),04:00pm,08:00pm,"4 
                          November
                          2016","Felix Konferansesenter at Aker Brygge, Bryggetorget 3, 0250 Oslo, Norway"
"18 
                          November
                          2016",Coaching at MDX,09:00am,04:00pm,"18 
                          November
                          2016","The Burroughs, Hendon, London, NW4 4BT"
"5 
                          November
                          2016",Santiago Education UK Fair (Chile),02:00pm,07:00pm,"5 
                          November
                          2016","Salón Constitución, Hotel Crowne Plaza, Santiago, Chile"
"2 
                          November
                          2016",Manama Edukex Fair Day 1 (Bahrain),05:00pm,09:00pm,"2 
                          November
                          2016",", Manama, Bahrain"
"2 
                          November
                          2016",Stonewall present: The value of LGBT Allies and their role,05:15pm,06:45pm,"2 
                          November
                          2016","W152, Williams Building, Middlesex University, the Burroughs, London, NW4 4BT"
"28 
                          October
                          2016",Port of Spain UK Higher Education & Skills Fair (Trinidad and Tobago),10:00am,06:00pm,"28 
                          October
                          2016","Hyatt Regency, Jade Room"
"2 
                          November
                          2016",Distinguished Lecture Series: Dan Lewis,05:30pm,08:00pm,"2 
                          November
                          2016","C219, Executive Boardroom, College Building, Middlesex University, The Burroughs, London NW4 4BT"
"29 
                          October
                          2016",Amman Edukex Fair (Jordan),10:00am,08:00pm,"29 
                          October
                          2016",", Al-Hussein Bin Ali Street, Amman 1118, Jordan"
"25 
                          October
                          2016",The Shape of Things To Come,03:00pm,04:30pm,"25 
                          October
                          2016","Ravensfield Theatre, Middlesex University, the Burroughs, London, NW4 4BT"
"25 
                          October
                          2016",DIY Artists: Beyond a Cottage Industry with Paul Pacifico,06:15pm,08:15pm,"25 
                          October
                          2016","Department of Performing Arts, Middlesex University, the Burroughs, London, NW4 4BT"
"17 
                          November
                          2016",Social Resistance to Neoliberalism under the Macri Government in Argentina,05:30pm,07:30pm,"17 
                          November
                          2016","Room C217, College Building, Middlesex University, The Burroughs, Hendon, London NW4 4BT"
"28 
                          October
                          2016",Middlesex University’s Big Draw,10:00am,04:00pm,"28 
                          October
                          2016","Middlesex University, the Burroughs, London, NW4 4BT"
"23 
                          October
                          2016",Dance at the Museum,12:30pm,04:00pm,"22 
                          October
                          2016","Royal Air Force Museum London, Grahame Park Way, London, NW9 5LL"
"22 
                          October
                          2016",Los Angeles NACAC Performing and Visual Arts Fair (USA),01:00pm,03:30pm,"22 
                          October
                          2016","University of California, Los Angeles - Ackerman Union, USA"
"23 
                          October
                          2016",Portland NACAC College Fair (USA),01:00pm,05:00pm,"23 
                          October
                          2016","Oregon Convention Center,  Exhibit Hall C, 777 NE Martin Luther King Jr. Boulevard, Portland, OR 97232, USA"
"23 
                          October
                          2016",Tokyo beo International Education Fair (Japan),01:00pm,06:00pm,"23 
                          October
                          2016","Sunsky Room, 30F Shinjuku L Tower, 1-6-1 Nishi-Shinjuku, Shinjuku, Tokyo, 163-1590, Japan"
"24 
                          October
                          2016",Print: An exhibition of work by MA printmakers,10:00am,06:00pm,"24 
                          October
                          2016","The Coningsby Gallery, 30 Tottenham Street, London W1T 4RJ"
"20 
                          October
                          2016",Facebook and Finance with Prof. Adam Arvidsson,04:00pm,06:00pm,"20 
                          October
                          2016","Williams Building WG50, Middlesex University, the Burroughs, London, NW4 4BT"
"20 
                          October
                          2016",San Diego NACAC Performing and Visual Arts Fair (USA),07:00pm,09:00pm,"20 
                          October
                          2016","Del Mar Fairgrounds – Exhibit Hall, San Diego, USA"
"21 
                          October
                          2016",Barcelona Education UK Fair (Spain),10:00am,07:00pm,"21 
                          October
                          2016","NH Constanza, Calle Deu i Mata, 69-99, 08029, Barcelona"
"21 
                          October
                          2016",Tokyo SI-UK University Fair (Japan),04:30pm,09:00pm,"21 
                          October
                          2016","Belle Salle Iidabashi Ekimae, Sumitomo Fudosan Iidabashi Ekimae Building 1-2F, 3-8-5 Idabashi, Chiyoda-ku, Tokyo, 102-0072, Japan"
"15 
                          November
                          2016",The role of empathic media in contemporary promotional culture,03:00pm,05:00pm,"15 
                          November
                          2016",PBG01
"22 
                          October
                          2016",MA Graphic Design students at Dutch Design Week,10:00am,08:00pm,"22 
                          October
                          2016","Temporary Arts Centre Eindhoven, Vonderweg 1, 5611 BK Eindhoven, Netherlands"
"19 
                          October
                          2016",Professor TC Melewar's Inaugral Lecture,05:00pm,07:30pm,"19 
                          October
                          2016","Room C219-20, College Building, Middlesex University, The Burroughs, London, NW4 4BT"
"19 
                          October
                          2016",Lecture on The Role of Proximities in the Formation of University-Industry Links,04:00pm,06:00pm,"19 
                          October
                          2016","Hendon Town Hall Committee Room 3, the Burroughs, NW4 4BT"
"19 
                          October
                          2016",San Francisco Idealist Grad Fair (USA),05:00pm,08:00pm,"19 
                          October
                          2016","Golden Gate Park County Fair Building, 1199 9th Ave, San Francisco, CA 94122, USA"
"16 
                          November
                          2016",AIG - financial crisis from the inside,05:30pm,07:00pm,"16 
                          November
                          2016","Middlesex University, Port 6B, The Burroughs, Hendon, NW4 4BT"
"20 
                          October
                          2016",Madrid Education UK Fair Day 2 (Spain),10:00am,01:00pm,"20 
                          October
                          2016","Colegio de Arquitectos de Madrid, Calle Hortaleza 63, 28004 Madrid, Spain"
"20 
                          October
                          2016",Psychology Dept Research Seminar: Dr Nick LeBoutillier,04:00pm,05:00pm,"20 
                          October
                          2016","Hendon Town Hall, Committee Room 1, the Burroughs, London, NW4 4BT"
"12 
                          November
                          2016",Athens Education UK Fair Day 1 (Greece),02:00pm,08:00pm,"12 
                          November
                          2016","Divani Cravel Hotel, 2 Vas. Alexandrou avenue, 16121 Athens Greece"
"18 
                          October
                          2016",Muscat EduTrac Fair Day 1 (Oman),11:00am,09:00pm,"18 
                          October
                          2016",", Muscat, Oman"
"18 
                          October
                          2016",Children’s Rights and the Prevent Agenda,12:00pm,01:30pm,"18 
                          October
                          2016","Hendon Town Hall, Committee Room 2, Middlesex University, the Burroughs, NW4 4BT"
"25 
                          October
                          2016",The Big Draw Big Jam,06:30pm,08:30pm,"25 
                          October
                          2016","Middlesex University, the Burroughs, London, NW4 4BT"
"24 
                          October
                          2016",Portland NACAC Performing and Visual Arts Fair (USA),07:00pm,09:00pm,"24 
                          October
                          2016","Portland Art Museum - Mark Building, Portland, USA"
"19 
                          October
                          2016",Nicosia Education UK Fair Day 2 (Cyprus),03:00pm,08:00pm,"19 
                          October
                          2016",", Nicosia, Cyprus"
"5 
                          November
                          2016",Oslo Destination Britain Day 2 (Norway),12:00pm,06:00pm,"5 
                          November
                          2016","Felix Konferansesenter at Aker Brygge, Bryggetorget 3, 0250 Oslo"
"15 
                          October
                          2016",Zagreb International Days Education Event (Croatia),10:00am,06:00pm,"15 
                          October
                          2016","Zagreb, Hotel Hilton"
"19 
                          October
                          2016",Madrid Education UK Fair Day 1 (Spain),11:00am,07:00pm,"19 
                          October
                          2016","Colegio de Arquitectos de Madrid, Calle Hortaleza 63, 28004 Madrid, Spain"
"18 
                          October
                          2016",Split International Days Education Event (Croatia),10:00am,06:00pm,"18 
                          October
                          2016","Hotel Atrium, Split, Croatia"
"9 
                          October
                          2016",Panama City Expo-Estudiante (Panama),03:00pm,08:00pm,"9 
                          October
                          2016","Hard Rock Hotel Panamá Megapolis (Fania I-­V), Panama City, Panama"
"10 
                          October
                          2016",Art on the Streets: Creative Responses to the Urban Environment,01:00pm,05:30pm,"10 
                          October
                          2016","Institute of Contemporary Art, The Mall, London SW1Y 5AH"
"31 
                          October
                          2016",Short Course on Relevance Theory,03:00pm,05:00pm,"10 
                          October
                          2016","Middlesex University Hendon campus, The Burroughs, London NW4 4BT (Various Rooms)"
"13 
                          October
                          2016",Bratislava Akademia Education & Career Fair (Slovakia),10:00am,02:00pm,"11 
                          October
                          2016","AEGON aréna, Narodne tenisove centrum (National Tennis Centre), Príkopová 6, 831 03 Bratislava"
"11 
                          October
                          2016","Roger Kline - NHS Workers: Discrimination, Bullying and Impact on Patient Care",04:00pm,05:30pm,"11 
                          October
                          2016","Williams Building, W241, Middlesex University, the Burroughs, NW4 4BT"
"18 
                          October
                          2016",Lecture Recital – Metamedia: Exploring the Development of Mixed Media in Music,06:15pm,09:00pm,"18 
                          October
                          2016","Department of Performing Arts, Middlesex University, the Burroughs, London, NW4 4BT"
"7 
                          October
                          2016",Astana Bolashak Alumni Reunion Conference and Education Fair (Kazakhstan),10:00am,03:00pm,"7 
                          October
                          2016","Radisson Hotel Astana, Sary Akra Street 4, Astana, 010000, Kazakhstan"
"6 
                          October
                          2016",Distinguished Lecture Series: Claire Fox,05:30pm,08:00pm,"6 
                          October
                          2016","C219, Executive Boardroom, College Building, Middlesex University, The Burroughs, London NW4 4BT"
"7 
                          October
                          2016","The Living Wage in SMEs: Opportunities, Challenges and Future Practice",10:30am,02:30pm,"7 
                          October
                          2016","Small Meeting House, Friends House 173-177 Euston Road, London, NW1 2BJ"
"8 
                          October
                          2016",Paris Studyrama International and Career Fair (France),10:00am,06:00pm,"8 
                          October
                          2016","Cité International de Paris, Maison Internationale, 17 Boulevard Jourdan, Paris, 75014, France"
"17 
                          October
                          2016",Dubrovnic International Days Education Event (Croatia),10:00am,06:00pm,"17 
                          October
                          2016","Hotel Excelsior, Dubrovnic, Croatia"
"5 
                          October
                          2016",Burgas World Education Fair (Bulgaria),11:00am,04:00pm,"5 
                          October
                          2016","Grand Hotel Primoretz, 2 Al.Batenberg, Burgas, 8000, Bulgaria"
"5 
                          October
                          2016",Gay & Queer Popular Music,05:15pm,06:45pm,"5 
                          October
                          2016","CG09, College Building, Middlesex University, the Burroughs, NW4 4BT"
"6 
                          October
                          2016",Varna World Education Fair (Bulgaria),10:00am,05:00pm,"6 
                          October
                          2016","Hotel Graffit, 65 Knyaz I Blvd., Varna, 9000, Bulgaria"
"4 
                          October
                          2016",Paperback Launch for A Ghost's Story by Lorna Gibb,06:00pm,07:30pm,"4 
                          October
                          2016","Board Room, College Building, Middlesex University, The Burroughs, London NW4 4BT"
"2 
                          October
                          2016",Seoul EDM-UKEN Education Fair Day 2 (South Korea),12:00pm,06:00pm,"2 
                          October
                          2016","Nine Tree Convention, GranSeoul, 119-1, Cheongjin-dong, Jongro-gu, Seoul, Korea"
"2 
                          October
                          2016",Bogota Expo-Estudiante Day 2 (Colombia),02:30pm,07:00pm,"2 
                          October
                          2016","Hilton Hotel Bogotá (Platinum Ballroom), Bogota, Colombia"
"3 
                          November
                          2016",Psychology Research Seminar: Dr Kostas Papageorgiou,04:00pm,05:00pm,"3 
                          November
                          2016","Hendon Town Hall, Committee Room 3, Middlesex University, the Burroughs, London, NW4 4BT"
"3 
                          October
                          2016",Talinn Baltic Fair (Estonia),11:00am,05:00pm,"3 
                          October
                          2016","Tallinn Nordic Hotel, Viru väljak 3, 10111 Tallinn, Estonia"
"3 
                          October
                          2016",Santo Domingo Education is Great fair (Dominican Republic),02:30pm,08:00pm,"3 
                          October
                          2016","JW Marriott Hotel – Piantini Room, Winston Churchill Avenue – Ensanche Piantini, Santo Domingo, Dominican Republic"
"1 
                          October
                          2016",Seoul EDM-UKEN Education Fair Day 1 (South Korea),12:00pm,06:00pm,"1 
                          October
                          2016","Nine Tree Convention, GranSeoul, 119-1, Cheongjin-dong, Jongro-gu, Seoul, Korea"
"2 
                          October
                          2016",Toronto Study and Go Abroad Fair (Canada),01:00pm,05:00pm,"1 
                          October
                          2016","Metro Toronto Convention Centre, Constitution Halls 105-106, North Building, 255 Front Street West, Toronto, Canada"
"1 
                          October
                          2016",Bogota Expo-Estudiante Day 1 (Colombia),02:30pm,07:00pm,"1 
                          October
                          2016","Hilton Hotel Bogotá (Platinum Ballroom), Bogota, Colombia"
"2 
                          October
                          2016",Odesa Educational Weekend (Ukraine),08:00am,02:00pm,"2 
                          October
                          2016","Bristol Hotel, 15, Pushkinska St., Odesa, Ukraine"
"2 
                          October
                          2016",Sofia World Education Fair Day 2 (Bulgaria),10:00am,05:00pm,"2 
                          October
                          2016","Sofia Hotel Balkan, Sofia, Bulgaria"
"6 
                          October
                          2016",Psychology department welcomes Dr Nicola Pitchford,04:00pm,05:00pm,"6 
                          October
                          2016","Hendon Town Hall, Committee Room 2, London NW4 4BT"
"29 
                          September
                          2016",Quito Great Universities Fair Day 2 (Ecuador),03:00pm,08:00pm,"29 
                          September
                          2016","Sheraton Hotel, Quito, Ecuador"
"30 
                          September
                          2016",Toronto Destination Britain Event (Canada),01:00pm,07:00pm,"30 
                          September
                          2016","75 Lower Simcoe Street, Toronto, ON, M5J 3A6, Canada"
"1 
                          October
                          2016",Kyiv Educational Weekend (Ukraine),08:00am,02:00pm,"1 
                          October
                          2016","Hilton Hotel, 30 Tarasa Shevchenka Blvd, Kyiv, Ukraine"
"1 
                          October
                          2016",Sofia World Education Fair Day 1 (Bulgaria),10:00am,05:00pm,"1 
                          October
                          2016","Sofia Hotel Balkan, Sofia, Bulgaria"
"1 
                          October
                          2016",Riga Baltic Fair (Latvia),11:00am,05:00pm,"1 
                          October
                          2016",Riga Radisson Blu Lietuva Hotel
"28 
                          September
                          2016",Kaunas Baltic Fair (Lithuania),11:00am,05:00pm,"28 
                          September
                          2016","Zalgirio Arena, Karaliaus Mindaugo pr. 50, Kaunas 44334, Lithuania"
"29 
                          September
                          2016",Vilnius Baltic Fair (Lithuania),11:00am,05:00pm,"29 
                          September
                          2016","Museum of Energy and Technology, Rinktinės g. 2, Vilnius 09310, Lithuania"
"29 
                          September
                          2016",Ottawa Study and Go Abroad Fair (Canada),02:00pm,06:00pm,"29 
                          September
                          2016","Ottawa Conference and Event Centre, Main Ballroom, 200 Coventry Road Ottawa, Ontario, Canada"
"29 
                          September
                          2016",Medellin Expo-Estudiante (Colombia),03:00pm,08:00pm,"29 
                          September
                          2016","San Fernando Plaza Hotel (Corales & Ceibas Rooms), Medellin, Colombia"
"17 
                          October
                          2016",Los Angeles Idealist Grad Fair (USA),05:00pm,08:00pm,"17 
                          October
                          2016","LA Convention Center South Hall K, 1201 S Figueroa Street, Los Angeles, CA 90015, USA"
"26 
                          September
                          2016",Cairo Education UK Engineering & Technology Fair (Egypt),05:00pm,07:30pm,"26 
                          September
                          2016","192 El Nil Street, Agouza, Cairo, Egypt"
"27 
                          September
                          2016",Cuenca Great Universities Fair (Ecuador),04:00pm,09:00pm,"27 
                          September
                          2016","Centro de Convenciones Mall del Río, Cuenca, Ecuador"
"24 
                          September
                          2016",Kampala Education UK Fair (Uganda),10:00am,05:30pm,"24 
                          September
                          2016","Golf Course Hotel, Kampala, Uganda"
"24 
                          September
                          2016",The Politics of Collaboration - European Currents,09:00am,07:30pm,"24 
                          September
                          2016","Grove Building, Middlesex University, The Burroughs, London NW4 4BT"
"24 
                          September
                          2016",Lima Study in Europe Fair Day 2 (Peru),11:00am,06:00pm,"24 
                          September
                          2016","Pontificia Universidad Catolica del Peru (PUCP), Lima, Peru"
"13 
                          October
                          2016",Psychology Research Seminar: Dr Minna Lyons,04:00pm,05:00pm,"13 
                          October
                          2016","Hendon Town Hall Committee Room 3, Middlesex University, The Burroughs, London NW4 4AX"
"26 
                          September
                          2016",Guayaquil Great Universities Fair (Ecuador),04:00pm,09:00pm,"26 
                          September
                          2016","Universidad de Especialidades Espiritu Santo, Guayaquil, Ecuador"
"22 
                          September
                          2016",Calabar Education UK Fair (Nigeria),12:00pm,04:00pm,"22 
                          September
                          2016",", 10 Murtala Mohammed Highway, Calabar, Cross River State Nigeria"
"23 
                          September
                          2016",Johannesburg MBA/Postgrad Innovation Summit Day 3 (South Africa),09:00am,04:00pm,"23 
                          September
                          2016","Birchwood Hotel, 14 View Point Rd, Boksburg, 1672, Johannesburg, South Africa"
"24 
                          September
                          2016",YouTube Conference,09:30am,04:30pm,"23 
                          September
                          2016","Middlesex University, The Burroughs, London, NW4 4BT"
"23 
                          September
                          2016",Lima Study in Europe Fair Day 1 (Peru),02:00pm,08:00pm,"23 
                          September
                          2016","Pontificia Universidad Catolica del Peru (PUCP), Lima, Peru"
"16 
                          September
                          2016",Curitiba Salao do Estudante (Brazil),02:00pm,08:00pm,"16 
                          September
                          2016","Four Points by Sheraton (Paraná Rooms), Curitiba, Brazil"
"20 
                          September
                          2016",Muscat EduTrac Fair Day 3 (Oman),10:00am,09:00pm,"20 
                          September
                          2016",", Muscat, Oman"
"20 
                          September
                          2016",Dubai Education UK Engineering & Technology Fair (UAE),04:00pm,08:00pm,"20 
                          September
                          2016","Sheikh Zayed Road, Dubai, UAE"
"21 
                          September
                          2016",Johannesburg MBA/Postgrad Innovation Summit Day 1 (South Africa),08:30am,05:30pm,"21 
                          September
                          2016","Birchwood Hotel, 14 View Point Rd, Boksburg, 1672, Johannesburg, South Africa"
"21 
                          September
                          2016",Kuwait City Education UK Engineering & Technology Fair (Kuwait),05:00pm,09:00pm,"21 
                          September
                          2016",TBC
"3 
                          October
                          2016",Plovdin World Education Fair (Bulgaria),11:00am,04:00pm,"3 
                          October
                          2016","Trimontium Princess Hotel, Plovdiv, Bulgaria"
"15 
                          September
                          2016",Accra Education UK Fair Day 1 (Ghana),10:00am,03:00pm,"15 
                          September
                          2016","Liberia Road, Accra"
"15 
                          September
                          2016",Iowa State University Study Abroad Fair (USA),10:30am,01:30pm,"15 
                          September
                          2016","Iowa State University Memorial Union Great Hall, Iowa, USA"
"22 
                          September
                          2016",MA Fine Art and MA Printmaking Show,10:00am,06:00pm,"16 
                          September
                          2016","Third Floor, The Grove Building, The Burroughs, London NW4 4BT"
"16 
                          September
                          2016",Accra Education UK Fair Day 2 (Ghana),01:00pm,07:00pm,"16 
                          September
                          2016","Liberia Road, Accra, Ghana"
"9 
                          September
                          2016",Creative methods for learning and teaching theory symposium,10:00am,04:00pm,"9 
                          September
                          2016","C219 Boardroom, College Building, Middlesex University, The Burroughs, London NW44BT"
"10 
                          September
                          2016",Sao Paulo Salao do Estudante Day 1 (Brazil),02:00pm,07:00pm,"10 
                          September
                          2016","Centro de Eventos do Colégio São Luis, Sao Paulo, Brazil"
"11 
                          September
                          2016",Sao Paulo Salao do Estudante Day 2 (Brazil),02:00pm,06:00pm,"11 
                          September
                          2016","Centro de Eventos do Colégio São Luis, Sao Paulo, Brazil"
"27 
                          September
                          2016",Calgary Study and Go Abroad Fair (Canada),02:00pm,06:00pm,"27 
                          September
                          2016","BMO Centre at Stampede Park, Palomino Room, 1410 Olympic Way SE Calgary, AB, Canada"
"4 
                          October
                          2016",Cali Expo-Estudiante (Colombia),03:00pm,08:00pm,"4 
                          October
                          2016","Dann Carlton Hotel (Ritz Room), Cali, Colombia"
"26 
                          September
                          2016",Race Religion & Beliefs Forum Launch,04:00pm,09:00pm,"26 
                          September
                          2016","Business School, CG47, College Building, Middlesex University, the Burroughs, London, NW4 4BT"
"5 
                          September
                          2016",Mexico City Education UK Schools Roadshow (Mexico),01:00pm,12:00pm,"4 
                          September
                          2016","Hotel Fiesta Americana Grand Chapultepec, Mexico City"
"10 
                          September
                          2016",Design and Time: Design History Society Annual Conference 2016,09:00am,05:00pm,"8 
                          September
                          2016","College Building, Middlesex University, The Burroughs, London NW44BT"
"18 
                          September
                          2016",Palladio: The Archiects' Wallpaper,09:00am,05:00pm,"8 
                          September
                          2016","Atrium, Grove Building, Middlesex University, The Burroughs, London, NW4 4BT"
"8 
                          September
                          2016",New York Idealist Grad Fair (USA),05:00pm,08:00pm,"8 
                          September
                          2016","125 W 18th Street, Metropolitan Pavilion, New York, NY, 10011, USA"
"18 
                          August
                          2016",Hong Kong Amber Clearing Fair Day 1 (Hong Kong),01:00pm,06:00pm,"18 
                          August
                          2016","Novotel Century Hong Kong, Wan Chai, Hong Kong"
"20 
                          August
                          2016",Wright-ing the Somatic: Dancing and Writing Professional Practice Symposium,12:00pm,07:30pm,"19 
                          August
                          2016","Ravensfield, Middlesex University, The Burroughs, London NW4 4BT"
"19 
                          August
                          2016",Hong Kong Amber Clearing Fair Day 2 (Hong Kong),01:00pm,06:00pm,"19 
                          August
                          2016","Novotel Century Hong Kong, Wan Chai, Hong Kong"
"28 
                          September
                          2016",Quito Great Universities Fair Day 1 (Ecuador),04:00pm,09:00pm,"28 
                          September
                          2016","Sheraton Hotel, Quito, Ecuador"
"20 
                          August
                          2016",Hong Kong Education UK Fair (Hong Kong),01:00pm,06:00pm,"20 
                          August
                          2016",Renaissance Harbourview Hong Kong
"27 
                          August
                          2016",Taylor's College Study in UK Fair (Malaysia),10:00am,04:00pm,"27 
                          August
                          2016","Taylor’s College Subang Jaya, No.1, Jalan SS15/8, 47500 Subang Jaya, Selangor."
"17 
                          July
                          2016",Hong Kong Education UK Exhibition Day 2 (Hong Kong),01:00pm,07:00pm,"17 
                          July
                          2016",", 72 Tat Chee Avenue, Kowloon Tong, Hong Kong"
"18 
                          July
                          2016",Middlesex University Centre for Co-production in Mental Health Inaugural International Seminar,09:00am,05:00pm,"18 
                          July
                          2016","C114, College Building, Middlesex University, The Burroughs, London NW4 4BT"
"19 
                          July
                          2016",Mauritius and European Union Law Forum,10:00am,02:00pm,"18 
                          July
                          2016","Labourdonnais Waterfront Hotel, Port Louis, Mauritius"
"27 
                          July
                          2016",Intercultural Education for Nurses in Europe (IENE 4) Conference,09:30am,05:30pm,"27 
                          July
                          2016","College Building (Registration in the Ricketts's Quadrangle, 2nd floor mezzanine)"
"13 
                          August
                          2016",International Conference on Critical Education (ICCE),09:00am,06:00pm,"10 
                          August
                          2016","The Quad, Middlesex University, The Burroughs, London NW4 4BT"
"9 
                          July
                          2016",Guangzhou GZL Education Fair (China),12:30pm,05:00pm,"9 
                          July
                          2016","Guangzhou Sheraton Hotel, Guangzhou, China"
"11 
                          July
                          2016",Workshop on Exploring Critical Pedagogy for Nursing and Midwifery Education,09:00am,05:00pm,"11 
                          July
                          2016","Hendon Hall Hotel, Ashley Lane, London, NW4 1TF"
"24 
                          September
                          2016",Vancouver Study and Go Abroad Fair (Canada),01:00pm,05:00pm,"24 
                          September
                          2016","East Ballroom at Convention Level, Vancouver Convention Centre, 999 Canada Place, Vancouver, Canada"
"11 
                          July
                          2016",London AH&Z Associates International Student Fair (UK),11:00am,03:00pm,"11 
                          July
                          2016","Main Hall, London Muslim Center, 46 Whitechapel Rd, London, E1 1JX"
"13 
                          September
                          2016",Rio de Janeiro Copacabana Salao do Estudante (Brazil),03:00pm,08:00pm,"13 
                          September
                          2016","Sofitel Rio de Janeiro (Rio de J. Rooms), Brazil"
"22 
                          September
                          2016",Johannesburg MBA/Postgrad Innovation Summit Day 2 (South Africa),08:30am,05:30pm,"22 
                          September
                          2016","Birchwood Hotel, 14 View Point Rd, Boksburg, 1672, Johannesburg, South Africa"
"16 
                          July
                          2016",Hong Kong Education UK Exhibition Day 1 (Hong Kong),01:00pm,07:00pm,"16 
                          July
                          2016",", 72 Tat Chee Avenue, Kowloon Tong, Hong Kong"
"6 
                          July
                          2016",Nicosia Education UK Clearing Exhibition (Cyprus),04:00pm,08:00pm,"6 
                          July
                          2016","Hilton Cyprus, Archbishop Makarios III Avenue, 1516 Nicosia, Cyprus"
"7 
                          July
                          2016",Music on the Blockchain: Possible Futures,02:00pm,06:00pm,"7 
                          July
                          2016","Sonos Studio, 21 Club Row, London, E2 7EY"
"9 
                          July
                          2016","Integrating language, literature and writing in the English classroom",10:00am,02:00pm,"8 
                          July
                          2016","Middlesex University, The Burroughs, London NW4 4BT"
"26 
                          June
                          2016",Kuwait City Education UK Fair (Kuwait),08:30pm,11:30pm,"26 
                          June
                          2016",TBC
"27 
                          June
                          2016",Doha Education UK Fair (Qatar),08:30pm,11:30pm,"27 
                          June
                          2016",TBC
"28 
                          June
                          2016",Revolution Farm Seminar,12:30pm,06:00pm,"28 
                          June
                          2016","H116 Hatchcroft Building, Middlesex University, The Burroughs, London NW4 4BT"
"4 
                          July
                          2016",Middlesex Photography Exhibition 2016,10:00am,05:00pm,"29 
                          June
                          2016","Truman Brewery London (F Block S2), 81 Brick Lane, London, E1 6QL"
"30 
                          June
                          2016",Research Student Summer Conference,02:00pm,06:00pm,"29 
                          June
                          2016","College Building, Middlesex University, Hendon, London, NW4 4BT"
"18 
                          June
                          2016",Psychoanalysis Conference 2016,09:30am,05:30pm,"18 
                          June
                          2016","College Building, Hendon Campus, Middlesex University, The Burroughs, Hendon, NW4 4BT"
"23 
                          June
                          2016","The Digital World & Sexual Offending: Policing, Cooperation & Victimisation",09:00am,06:30pm,"23 
                          June
                          2016","Institute of Child Health, 30 Guilford Street, London WC1N 1EH"
"13 
                          July
                          2016",SEEDS: Middlesex University Photography Staff Show,11:00am,05:00pm,"23 
                          June
                          2016","Vortigern Margate, 6 Lombard Street, Margate, Kent, CT9 1EJ"
"25 
                          June
                          2016",Dungguan GZL Education Fair (China),12:30pm,05:00pm,"25 
                          June
                          2016","Dongguan Kangte Hotel Dongguan Hall, Dongguan, China"
"14 
                          September
                          2016",Rio de Janeiro Barra Salao do Estudante (Brazil),03:00pm,08:00pm,"14 
                          September
                          2016","Windsor Barra Hotel (Europa Rooms), Rio de Janeiro, Brazil"
"25 
                          June
                          2016",New Delhi VIEC Education Fair (India),03:00pm,06:00pm,"25 
                          June
                          2016","VIEC Delhi, Nehru Place"
"20 
                          June
                          2016",New Wave: School of Art and Design Degree Show 2016,06:00pm,04:00pm,"16 
                          June
                          2016","F Block T1-T5, The Old Truman Brewery, 81 Brick Lane, London E1 6QL"
"14 
                          June
                          2016",Fifth International Conference on Precarious Work and Vulnerable Workers,09:00am,05:00pm,"13 
                          June
                          2016","College Building, Middlesex University, The Burroughs, London NW4 4BT"
"18 
                          June
                          2016",Foshan GZL Education Fair (China),08:00am,05:00pm,"18 
                          June
                          2016","Foshan Crwone Plaza Hotel, Foshan, China"
"7 
                          June
                          2016",Factory History: perspectives from Turkey,04:00pm,06:00pm,"7 
                          June
                          2016","Room W213, Williams Building, Middlesex University, The Burroughs, London, NW4 4BT"
"8 
                          June
                          2016",Search and rescue at sea: a legal obligation?,09:00am,06:00pm,"8 
                          June
                          2016","The Barn, Middlesex University, The Burroughs, London NW4 4BT"
"8 
                          June
                          2016",Rajkot Trans Globe Fair (India),11:00am,05:00pm,"8 
                          June
                          2016","Hotel Imperial Palace, Rajkot"
"8 
                          June
                          2016",Distinguished Lecture Series: Dr Philip Collins,05:30pm,08:00pm,"8 
                          June
                          2016","C219, Executive Boardroom, College Building, Middlesex University, The Burroughs, London NW4 4BT"
"12 
                          June
                          2016",Hong Kong IDP Information Seminar and Interview Session (Hong Kong),01:00pm,05:00pm,"12 
                          June
                          2016","Level 6 Marco Polo Hotel, 3 – 27 Canton Road, Tsim Sha Tsui, Kowloon"
"5 
                          June
                          2016",Nagpur Krishna Consultants Fair (India),10:30am,05:30pm,"5 
                          June
                          2016","Krishna Consultants, Krishna Hall, Krishna, Plot No. 10/2, Opp. VNIT, IT Park, Nagpur"
"5 
                          June
                          2016",Hong Kong Higher Education and Career Planning Expo for DSE Graduates Day 2 (Hong Kong),11:00am,06:00pm,"5 
                          June
                          2016","Kowloonbay International Trade & Exhibition Centre, Hong Kong"
"6 
                          June
                          2016",Jaipur Global Education Interact (India),10:30am,05:30pm,"6 
                          June
                          2016","Hilton Hotel, Jaipur"
"4 
                          June
                          2016",Hong Kong Higher Education and Career Planning Expo for DSE Graduates Day 1 (Hong Kong),11:00am,06:00pm,"4 
                          June
                          2016","Kowloonbay International Trade & Exhibition Centre, Hong Kong"
